username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-10-18 20:06;185;611;"Today we’re open sourcing Salus, a tool we use at Coinbase to coordinate security scanning across our services. If you run a CI/CD pipeline for fast-moving development, you may want to check it out.https://blog.coinbase.com/introducing-salus-how-coinbase-scales-security-automation-1ba5e8074937 …";;;;"1052984153057226752";https://twitter.com/coinbase/status/1052984153057226752
;2018-10-16 21:28;1063;2979;"ZRX is now live at http://Coinbase.com and in the Coinbase iOS and Android apps. Coinbase customers can log in now to buy, sell, send, receive, or store ZRX.https://blog.coinbase.com/buy-and-sell-zrx-on-coinbase-5008286c9d0e …";;;;"1052280035980132353";https://twitter.com/coinbase/status/1052280035980132353
;2018-10-16 21:12;71;266;"As we make more assets available on Coinbase, we want to help people understand and make informed decisions about cryptocurrency. Check out the ZRX page on Coinbase to learn more about it:https://www.coinbase.com/price/0x";;;;"1052276217808748545";https://twitter.com/coinbase/status/1052276217808748545
;2018-10-16 21:12;519;1365;"ZRX is launching at http://Coinbase.com and in the iOS and Android apps within the next 15 minutes. You may need to update your app to properly buy and sell ZRX. We will update when ZRX is fully live. https://blog.coinbase.com/buy-and-sell-zrx-on-coinbase-5008286c9d0e …";;;;"1052276216844021760";https://twitter.com/coinbase/status/1052276216844021760
;2018-10-16 01:25;424;1715;"Coinbase is expanding its European presence by opening a new office in Dublin. We look forward to tapping into the city's diverse talent pool and contributing to its burgeoning crypto economy.https://blog.coinbase.com/coinbase-expands-with-new-dublin-office-fc2e5ebcbeb6 …";;;;"1051977510697676801";https://twitter.com/coinbase/status/1051977510697676801
;2018-10-15 19:16;84;258;"In case you missed # SFBW18 or # EthSanFrancisco, we rounded up a few of the highlights. It was an amazing week of reminders that the open financial system is closer than we think.https://blog.coinbase.com/a-week-of-crypto-in-san-francisco-4502421a59f3 …";;;# #;"1051884544511619073";https://twitter.com/coinbase/status/1051884544511619073
;2018-10-09 00:51;146;515;""It's not about trusting no one," Coinbase CTO, @ balajis, explained on stage at # SFBW18 today. "It's about having a greater choice of who to trust with custody of valuable assets."pic.twitter.com/6VoqfAJjYm";;@;#;"1049432208400949248";https://twitter.com/coinbase/status/1049432208400949248
;2018-10-04 19:33;295;860;"Blockchain technology is enabling a new financial future, but that doesn’t mean it’s obvious how you get started today. In this edition of # cryptocurious, Coinbase CEO @ brian_armstrong tackles one of the most common questions: “How do you buy bitcoin?" https://bit.ly/2PbnkcC pic.twitter.com/MVpOlhY4lL";;@;#;"1047902572714110976";https://twitter.com/coinbase/status/1047902572714110976
;2018-10-03 03:26;134;506;"Blockchain transaction fees can be notoriously volatile. Learn how our engineering team is using a technique called Child Pays for Parent to improve the reliability of # Bitcoin transactions for our customers. # CPFPhttps://blog.coinbase.com/improving-bitcoin-reliability-through-child-pays-for-parent-77e771bb04d6 …";;;# #;"1047296790393847810";https://twitter.com/coinbase/status/1047296790393847810
;2018-10-02 18:55;213;935;"We're proud to welcome Chris Dodds of the @ CharlesSchwab Board of Directors to the @ coinbase Board. His deep knowledge of financial services will be an asset as we head into this next chapter for the company and the cryptocurrency industry as a whole.http://ow.ly/hYp250jiJav";;@ @;;"1047168196787286016";https://twitter.com/coinbase/status/1047168196787286016
;2018-09-30 20:32;376;1198;"Our mission is to create an open financial system for the world, and everyone must feel included. Coinbase Learn is a simple, foundational resource to help anyone and everyone educate themselves about crypto. https://bit.ly/2DIyq7E pic.twitter.com/l3N8z7KraV";;;;"1046467780797583360";https://twitter.com/coinbase/status/1046467780797583360
;2018-09-29 01:11;610;1945;"The journey to an open financial system begins with awareness. That’s why we’re launching informational asset pages for the top 50 crypto assets by market cap. https://bit.ly/2zDrgxq pic.twitter.com/zPBuCmozl2";;;;"1045813201508524032";https://twitter.com/coinbase/status/1045813201508524032
;2018-09-28 23:55;131;421;"So much happens in the crypto ecosystem each month that moves the space forward. This Month in Crypto: Take a look at how crypto intersects with @ Dodgers, @ UN_Women, @ Stanford, @ Davos, @ Google and. . . @ SCRABBLE_EAhttp://ow.ly/e1im50jgaGc";;@ @ @ @ @ @;;"1045794088484851713";https://twitter.com/coinbase/status/1045794088484851713
;2018-09-28 09:05;406;1342;"As of today, all UK customers now have the ability to deposit and withdraw GBP on Coinbase, Coinbase Pro and Coinbase Prime. If you’re a customer in the UK and don’t see your GBP wallet, check your account settings and make sure your country is set to UK.https://blog.coinbase.com/gbp-rollout-complete-for-all-uk-customers-e939bb347bb1 …";;;;"1045570079537201152";https://twitter.com/coinbase/status/1045570079537201152
